A1,1.77079057693,2.50471401215,0
A2,-5.18481445312,1.31169033051,0
B1,-24.1351261139,92.8716812134,0
B2,-28.8094005585,91.2001495361,0
B3,-30.0122032166,115.996330261,0
B4,-35.147819519,114.606575012,0
C1,-35.3750228882,134.965423584,0
C2,-40.0120849609,133.478057861,0
C3,-45.2516822815,172.763916016,0
C4,-50.4403991699,171.433456421,0
D1,-49.2992706299,188.33605957,0
D2,-54.6693649292,187.296630859,0
D3,-58.2107200623,217.44960022,0
D4,-63.8838043213,215.703994751,0
E1,-100.952476501,312.34765625,0
E2,-106.454833984,307.380493164,0
E3,-118.552627563,330.846069336,0
E4,-124.400848389,325.301055908,0
E5,-123.451141357,315.171142578,0
E6,-120.144790649,312.477172852,0
M1,-115.187850952,334.159545898,0
M2,-135.789367676,359.058654785,0
F1,-176.444885254,386.727630615,0
F2,-181.189727783,381.51763916,0
F3,-216.009719849,397.158355713,0
F4,-210.308914185,390.151885986,0
G1,-233.303573608,375.595947266,0
M3,-127.308792114,322.741638184,0
M4,-184.216171265,377.987487793,0
P1,-23.8579902649,74.7584762573,0
P2,-17.0443992615,46.4822311401,0
